PSMILES,labels.Exp_Tg(K),meta.reliability
[*]CCC([2H])(C)C([*])[2H],225.65,black
[*]CCC(c1ccccc1)C([*])c1ccccc1,377.45,black
[*]CCC(c1ccccc1)[Si]([*])(C)C,300.15,black
[*]CCC/N=C/c1cc(Cc2ccc(O)c(/C=N/CCC[Si](C)(C)O[Si]([*])(C)C)c2)ccc1O,221.525,black
[*]CCC/N=C1/C=C(O)/C(=N/CCC[Si](C)(C)O[Si]([*])(C)C)C=C1O,343.49,black
[*]CCC/N=C1/C=C/C(=N\CCC[Si](C)(C)O[Si]([*])(C)C)c2c(O)ccc(O)c21,306.05,black
[*]CCC/N=C1\c2ccccc2/C(=N\CCC[Si](C)(C)O[Si]([*])(C)C)c2c(O)ccc(O)c21,280.65,black
[*]CCC1(CCC(=O)N2CCN(C([*])=O)CC2)c2ccccc2-c2ccccc21,418.15,black
[*]CCC1(CCC(=O)NCCCC2(CCCNC([*])=O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,438.15,black
[*]CCC1(CCC(=O)NCCCCCCNC([*])=O)c2ccccc2-c2ccccc21,395.15,black
[*]CCC1(CCC(=O)NCc2cccc(CNC([*])=O)c2)c2ccccc2-c2ccccc21,423.15,black
[*]CCC1C(=O)N(C)C(=O)C1[*],414.35,black
[*]CCC1C(=O)N(CC)C(=O)C1[*],382.35,black
[*]CCC1C(=O)N(CCC)C(=O)C1[*],363.55,black
[*]CCC1C(=O)N(CCCC)C(=O)C1[*],341.05,black
[*]CCC1C(=O)N(CCCCCC)C(=O)C1[*],314.65,black
[*]CCC1C(=O)N(CCCCCCCCCCCC)C(=O)C1[*],328.55,black
[*]CCC1C(=O)N(CCCCCCCCCCCCCC)C(=O)C1[*],335.55,black
[*]CCC1C(=O)N(CCCCCCCCCCCCCCCC)C(=O)C1[*],338.75,black
[*]CCC1C(=O)N(CCCCCCCCCCCCCCCCCC)C(=O)C1[*],340.25,black
[*]CCC1C(=O)N(CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C1[*],373.15,black
[*]CCC1C(=O)N(c2ccc(N(C)C)cc2)C(=O)C1[*],468.15,black
[*]CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1[*],297.15,black
[*]CCC1CC([*])C2C1C1CC2C(C)(C(=O)OC)C1,419.15,black
[*]CCC1CC([*])C2C3CC(CC3CC)C12,411.15,black
[*]CCC1CC([*])C2C3CC(CC3c3ccc(COC(C)CC)cc3)C12,412.15,black
[*]CCC1CC([*])C2CCCC12,374.15,black
[*]CCC1CC2C(CC([*])C2OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,296.65,black
[*]CCC1C[N+](C)(C)CC1[*],266.45,black
[*]CCCC(=O)Nc1ccc(NC([*])=O)cc1,408.15,black
[*]CCCC(=O)OCCCCCCNC([*])=O,255.15,black
[*]CCCC(=O)OCCCCOC([*])=O,236.65,black
[*]CCCC(=O)OCCCOC([*])=O,240.15,black
[*]CCCC(=O)OCCOCCOC([*])=O,218.15,black
[*]CCCC(=O)Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(OC(=O)CCC[Si](C)(C)O[Si]([*])(C)C)cc3)cc2)cc1,333.15,black
[*]CCCC(=O)Oc1ccc(/C=N/c2ccc(Cc3ccc(/N=C/c4ccc(OC(=O)CCC[Si](C)(C)O[Si]([*])(C)C)cc4)cc3)cc2)cc1,341.15,black
[*]CCCC(=O)Oc1ccc(/C=N/c2ccc(Oc3ccc(/N=C/c4ccc(OC(=O)CCC[Si](C)(C)O[Si]([*])(C)C)cc4)cc3)cc2)cc1,325.15,black
[*]CCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,480.15,black
[*]CCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,323.15,black
[*]CCCC(C)C(=O)OC([*])C,240.15,black
[*]CCCC(Cl)C([*])Cl,315.15,black
[*]CCCC([*])(C)C,253.15,black
[*]CCCC([*])(C)C(=O)O,405.15,black
[*]CCCC([*])(C)CC,250.15,black
[*]CCCC([*])C,220.55,black
[*]CCCC1(C)CCN(C(=O)CCC(=O)N2CCC([*])(C)CC2)CC1,372.15,black
[*]CCCC1(C)CCN(C(=O)CCCC(=O)N2CCC([*])(C)CC2)CC1,331.15,black
[*]CCCC=CCCCC([*])Cl,210.15,black
[*]CCCCC(=O)N(CCCCCCN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([*])=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,392.55,black
[*]CCCCC(=O)NC(Cc1ccccc1)C(=O)OC/C=C/COC(=O)C(Cc1ccccc1)NC([*])=O,334.15,black
[*]CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(OC(=O)C(Cc3ccccc3)NC([*])=O)COC12,370.65,black
[*]CCCCC(=O)NC1CCC(CC2CCC(NC([*])=O)CC2)CC1,458.15,black
[*]CCCCC(=O)NCC(=O)NCCCCCCNC([*])=O,326.55,black
[*]CCCCC(=O)NCC1CCC(CNC([*])=O)CC1,386.15,black
[*]CCCCC(=O)NCC1CCCC(CNC([*])=O)C1,380.15,black
[*]CCCCC(=O)NCC1COC(CNC([*])=O)CO1,366.15,black
[*]CCCCC(=O)NCCCC1(CCCNC([*])=O)c2ccccc2-c2ccccc21,393.15,black
[*]CCCCC(=O)NCCCCCC(=O)OCCCCCCCCCCOC(=O)CCCCCNC([*])=O,261.15,black
[*]CCCCC(=O)NCCCCCC(=O)OCCCCCCOC(=O)CCCCCNC([*])=O,266.15,black
[*]CCCCC(=O)NCCCCCC(=O)OCCCCOC(=O)CCCCCNC([*])=O,258.15,black
[*]CCCCC(=O)NCCCCCCCCCCNC([*])=O,318.15,black
[*]CCCCC(=O)NCCCCCCCCCNC([*])=O,341.15,black
[*]CCCCC(=O)NCCCCCCCCNC([*])=O,323.15,black
[*]CCCCC(=O)NCCCCCCCNC([*])=O,328.15,black
[*]CCCCC(=O)NCCCCCNC([*])=O,319.65,black
[*]CCCCC(=O)NCCCCNC([*])=O,331.15,black
[*]CCCCC(=O)NCCCOCCCNC([*])=O,307.15,black
[*]CCCCC(=O)NCCCP(=O)(CCCNC([*])=O)c1ccccc1,328.15,black
[*]CCCCC(=O)NCCCP(CCCNC([*])=O)c1ccccc1,322.15,black
[*]CCCCC(=O)NCCNC([*])=O,344.15,black
[*]CCCCC(=O)NCc1ccc(OC2COC3C(Oc4ccc(CNC([*])=O)cc4)COC23)cc1,389.15,black
[*]CCCCC(=O)NCc1cccc(CNC([*])=O)c1,357.15,black
[*]CCCCC(=O)Nc1cc(NC([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,432.15,black
[*]CCCCC(=O)Nc1ccc(CCNC([*])=O)cc1,388.15,black
[*]CCCCC(=O)Nc1ccc(NC([*])=O)cc1,406.15,black
[*]CCCCC(=O)Nc1ccc(OC2COC3C(Oc4ccc(NC([*])=O)cc4)COC23)cc1,423.15,black
[*]CCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,503.15,black
[*]CCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC([*])=O)cc2)cc1,467.15,black
[*]CCCCC(=O)Nc1ccc2oc(CCCCCCCCc3nc4cc(NC([*])=O)ccc4o3)nc2c1,365.15,black
[*]CCCCC(=O)Nc1cccc(NC(=S)NC(=O)c2ccc(NC([*])=O)cc2)c1,540.15,black
[*]CCCCC(=O)Nc1cccc(NC([*])=O)c1,387.4,black
[*]CCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,433.15,black
[*]CCCCC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC([*])=O)c2)c1,413.15,black
[*]CCCCC(=O)OC([*])C,233.15,black
[*]CCCCC(=O)OC1CCC(OC([*])=O)CC1,350.95,black
[*]CCCCC(=O)OC1COC2C(OCCCCOC3COC4C(OC([*])=O)COC34)COC12,387.15,black
[*]CCCCC(=O)OCC(CCCCCCOc1ccc(/N=N/c2ccc(Br)cc2)cc1)COC([*])=O,297.15,black
[*]CCCCC(=O)OCC(CCCCCCOc1ccc(/N=N/c2ccc(C(F)(F)F)cc2)cc1)COC([*])=O,317.15,black
[*]CCCCC(=O)OCC(CCCCCCOc1ccc(/N=N/c2ccc(Cl)cc2)cc1)COC([*])=O,282.15,black
[*]CCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)COC([*])=O,212.65,black
[*]CCCCC(=O)OCC(O)COc1ccc(C(=O)Oc2ccc(OCC(O)COC([*])=O)cc2)cc1,310.15,black
[*]CCCCC(=O)OCC(O)COc1ccc(OCC(O)COC([*])=O)cc1,292.15,black
[*]CCCCC(=O)OCCCCCCCCCCCOc1ccc(-c2nnc(-c3ccc(OCCCCCCCCCCCOC([*])=O)cc3)s2)cc1,342.15,black
[*]CCCCC(=O)OCCCCCCOC([*])=O,204.15,black
[*]CCCCC(=O)OCCCCCOC([*])=O,204.15,black
[*]CCCCC(=O)OCCCCOC(=O)c1ccc(C(=O)OCCCCOC([*])=O)cc1,253.15,black
[*]CCCCC(=O)OCCCOC([*])=O,218.15,black
[*]CCCCC(=O)OCCN(CCOC([*])=O)c1ccc(/C=N/N(c2ccccc2)c2ccccc2)cc1,327.15,black
[*]CCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC([*])=O)cc1,281.15,black
[*]CCCCC(=O)OCCOCCOC([*])=O,222.15,black
[*]CCCCC(=O)OCCOCCOCCOC([*])=O,224.15,black
[*]CCCCC(=O)Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC([*])=O)c(-c3ccccc3)c2)cc1-c1ccccc1,388.15,black
[*]CCCCC(=O)Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC([*])=O)cc4)cc3)cc2)c2ccccc2)cc1,401.15,black
[*]CCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,439.15,black
[*]CCCCC(=O)Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,333.65,black
[*]CCCCC(=O)Oc1ccc(OC([*])=O)cc1,363.15,black
[*]CCCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,328.15,black
[*]CCCCC(C)(C)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C)C)cc5C4=O)cc3)cc1)C2=O,443.05,black
[*]CCCCC(C)O[Si](C)(C)O[Si](C)(C)OC([*])C,186.15,black
[*]CCCCC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC([*])C,179.15,black
[*]CCCCC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC([*])C,175.15,black
[*]CCCCC(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC([*])C,169.15,black
[*]CCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,298.15,black
[*]CCCCCC(=O)NCCCCCCCNC([*])=O,328.15,black
[*]CCCCCC(=O)NCCCCCCNC([*])=O,327.15,black
[*]CCCCCC(=O)Nc1ccc(NC([*])=O)cc1,406.15,black
[*]CCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,453.15,black
[*]CCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC([*])=O)cc2)cc1,436.15,black
[*]CCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,403.15,black
[*]CCCCCC(=O)OCCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N([*])C)cc2)cc1,333.65,black
[*]CCCCCC(=O)OCCOC([*])=O,227.15,black
[*]CCCCCC(=O)OCCOCCOC([*])=O,231.65,black
[*]CCCCCC(=O)OCCOCCOCCOC([*])=O,228.65,black
[*]CCCCCC(=O)Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC([*])=O)c(-c3ccccc3)c2)cc1-c1ccccc1,384.15,black
[*]CCCCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,313.15,black
[*]CCCCCC(Cl)C([*])Cl,256.15,black
[*]CCCCCC([*])C,207.15,black
[*]CCCCCC([*])CC,200.15,black
[*]CCCCCC([*])CCC,205.15,black
[*]CCCCCC([*])CCCC,204.15,black
[*]CCCCCC([*])CCCCCC,197.15,black
[*]CCCCCC([*])CCCCCCCC,201.15,black
[*]CCCCCC([*])CCCCCCCCCC,208.15,black
[*]CCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,289.15,black
[*]CCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(OC(=O)C(Cc3ccccc3)NC([*])=O)COC12,364.15,black
[*]CCCCCCC(=O)NCCCCCCNC([*])=O,330.15,black
[*]CCCCCCC(=O)Nc1ccc(NC([*])=O)cc1,411.15,black
[*]CCCCCCC(=O)Nc1ccc(OC2COC3C(Oc4ccc(NC([*])=O)cc4)COC23)cc1,345.65,black
[*]CCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,453.15,black
[*]CCCCCCC(=O)Nc1ccc2oc(CCCCCCc3nc4cc(NC([*])=O)ccc4o3)nc2c1,350.15,black
[*]CCCCCCC(=O)Nc1cccc(NC([*])=O)c1,388.65,black
[*]CCCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,413.15,black
[*]CCCCCCC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC([*])=O)c2)c1,398.15,black
[*]CCCCCCC(=O)OCC#CCOC([*])=O,235.15,black
[*]CCCCCCC(=O)OCCCCCCCCCCCCCCCCOC([*])=O,247.15,black
[*]CCCCCCC(=O)OCCCCCCCCCCOC([*])=O,251.15,black
[*]CCCCCCC(=O)OCCCOC([*])=O,220.65,black
[*]CCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC([*])=O)cc1,272.15,black
[*]CCCCCCC(=O)OCCOCCOC([*])=O,207.15,black
[*]CCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,431.15,black
[*]CCCCCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,301.15,black
[*]CCCCCCC(Cl)C([*])Cl,255.15,black
[*]CCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,291.15,black
[*]CCCCCCC=CCCCCCCC([*])Cl,216.15,black
[*]CCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCC1C([*])C=CC(CCCCCC)C1CCCCCCCC,270.15,black
[*]CCCCCCCC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,413.15,black
[*]CCCCCCCC(=O)Nc1ccc(NC([*])=O)cc1,403.15,black
[*]CCCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,433.15,black
[*]CCCCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC([*])=O)cc2)cc1,451.15,black
[*]CCCCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,393.15,black
[*]CCCCCCCC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC([*])=O)c2)c1,398.15,black
[*]CCCCCCCC(=O)OCCCCOC([*])=O,210.65,black
[*]CCCCCCCC(=O)OCCOC([*])=O,228.15,black
[*]CCCCCCCC(=O)OCCOCCOC([*])=O,202.15,black
[*]CCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,423.15,black
[*]CCCCCCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,298.15,black
[*]CCCCCCCC([*])C,215.15,black
[*]CCCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,277.15,black
[*]CCCCCCCC1OCC(CCCCOC([*])=O)O1,229.15,black
[*]CCCCCCCC1OCC(COC([*])=O)O1,250.15,black
[*]CCCCCCCC1OCC(OC([*])=O)CO1,279.65,black
[*]CCCCCCCC1OCC2(CO1)COC(CCCCCCCC(=O)OCCOC([*])=O)OC2,273.15,black
[*]CCCCCCCCC(=O)N1CCCCC(NC([*])=O)C1,226.65,black
[*]CCCCCCCCC(=O)N1CCN(C([*])=O)CC1,355.15,black
[*]CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCOCCCNC(=O)C(Cc1ccccc1)NC([*])=O,317.15,black
[*]CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC/C=C/COC(=O)C(Cc1ccccc1)NC([*])=O,319.15,black
[*]CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(OC(=O)C(Cc3ccccc3)NC([*])=O)COC12,347.15,black
[*]CCCCCCCCC(=O)NC1CCC(CC2CCC(NC([*])=O)CC2)CC1,417.15,black
[*]CCCCCCCCC(=O)NC1CCC(CCC2CCC(NC([*])=O)CC2)CC1,389.15,black
[*]CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C(OC(=O)CNC(=O)CNC([*])=O)COC12,320.15,black
[*]CCCCCCCCC(=O)NCC(=O)OC1COC2C(OC(=O)CNC([*])=O)COC12,339.15,black
[*]CCCCCCCCC(=O)NCC1CCC(CNC([*])=O)CC1,362.15,black
[*]CCCCCCCCC(=O)NCC1COC(CNC([*])=O)CO1,346.15,black
[*]CCCCCCCCC(=O)NCCCC1(CCCNC([*])=O)c2ccccc2-c2ccccc21,358.15,black
[*]CCCCCCCCC(=O)NCCCCCCCCCCCNC([*])=O,313.15,black
[*]CCCCCCCCC(=O)NCCCCCCCCCCNC([*])=O,333.15,black
[*]CCCCCCCCC(=O)NCCCCCCCCNC([*])=O,327.15,black
[*]CCCCCCCCC(=O)NCCCOCCOCCOCCCNC([*])=O,313.15,black
[*]CCCCCCCCC(=O)NCCc1ccc(CCNC([*])=O)cc1,378.15,black
[*]CCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,388.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCCCCCCCCOC(=O)NNC([*])=O,307.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCCCCCCOC(=O)NNC([*])=O,311.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCCCCOC(=O)NNC([*])=O,318.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCCCOC(=O)NNC([*])=O,293.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCCOC(=O)NNC([*])=O,329.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCCOC(=O)NNC([*])=O,295.15,black
[*]CCCCCCCCC(=O)NNC(=O)OCCOC(=O)NNC([*])=O,336.15,black
[*]CCCCCCCCC(=O)Nc1cc(NC([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,358.15,black
[*]CCCCCCCCC(=O)Nc1ccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(C(=O)c5ccc(NC([*])=O)cc5)cc4)cc3)cc2)cc1,403.15,black
[*]CCCCCCCCC(=O)Nc1ccc(C(=O)c2ccc(Oc3cccc(Oc4ccc(C(=O)c5ccc(NC([*])=O)cc5)cc4)c3)cc2)cc1,416.15,black
[*]CCCCCCCCC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1,433.15,black
[*]CCCCCCCCC(=O)Nc1ccc(NC([*])=O)cc1,398.15,black
[*]CCCCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,433.15,black
[*]CCCCCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC([*])=O)cc2)cc1,345.49,black
[*]CCCCCCCCC(=O)Nc1ccc2oc(CCCCCCCCc3nc4cc(NC([*])=O)ccc4o3)nc2c1,366.15,black
[*]CCCCCCCCC(=O)Nc1ccc2oc(CCCCCCc3nc4cc(NC([*])=O)ccc4o3)nc2c1,359.15,black
[*]CCCCCCCCC(=O)Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(NC([*])=O)cc4)cc3)cc2)c1,421.15,black
[*]CCCCCCCCC(=O)Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(NC([*])=O)c4)cc3)cc2)c1,414.15,black
[*]CCCCCCCCC(=O)Nc1cccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(C(=O)c5cccc(NC([*])=O)c5)cc4)cc3)cc2)c1,417.15,black
[*]CCCCCCCCC(=O)Nc1cccc(NC(=S)NC(=O)c2ccc(NC([*])=O)cc2)c1,538.15,black
[*]CCCCCCCCC(=O)Nc1cccc(NC([*])=O)c1,383.15,black
[*]CCCCCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,398.15,black
[*]CCCCCCCCC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC([*])=O)c2)c1,385.15,black
[*]CCCCCCCCC(=O)OC([*])=O,333.15,black
[*]CCCCCCCCC(=O)OC/C=C/COC([*])=O,232.15,black
[*]CCCCCCCCC(=O)OC1CCC(OC([*])=O)CC1,339.15,black
[*]CCCCCCCCC(=O)OC1COC2C(OC([*])=O)COC12,276.15,black
[*]CCCCCCCCC(=O)OCC#CC(C#CCOC([*])=O)=Cc1ccc(C#Cc2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,333.15,black
[*]CCCCCCCCC(=O)OCC#CC(C#CCOC([*])=O)=Cc1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,333.15,black
[*]CCCCCCCCC(=O)OCC#CC(C#CCOC([*])=O)=Cc1ccc(C#Cc2ccccc2)cc1,333.15,black
[*]CCCCCCCCC(=O)OCC#CCOC([*])=O,246.65,black
[*]CCCCCCCCC(=O)OCC(O)COc1ccc(C(=O)Oc2ccc(OCC(O)COC([*])=O)cc2)cc1,309.15,black
[*]CCCCCCCCC(=O)OCCCCCCCCCCCOc1ccc(-c2nnc(-c3ccc(OCCCCCCCCCCCOC([*])=O)cc3)s2)cc1,325.15,black
[*]CCCCCCCCC(=O)OCCCCCCCCCCOC([*])=O,219.15,black
[*]CCCCCCCCC(=O)OCCCCCCOC([*])=O,235.15,black
[*]CCCCCCCCC(=O)OCCCCOC([*])=O,216.15,black
[*]CCCCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC([*])=O)cc1,266.65,black
[*]CCCCCCCCC(=O)OCCOCCOC([*])=O,198.65,black
[*]CCCCCCCCC(=O)Oc1c(-c2ccccc2)cc(-c2cc(-c3ccccc3)c(OC([*])=O)c(-c3ccccc3)c2)cc1-c1ccccc1,371.15,black
[*]CCCCCCCCC(=O)Oc1c(-c2ccccc2)cc(Cc2cc(-c3ccccc3)c(OC([*])=O)c(-c3ccccc3)c2)cc1-c1ccccc1,365.15,black
[*]CCCCCCCCC(=O)Oc1ccc(-c2nnc(C=Cc3ccc(OC([*])=O)cc3)s2)cc1,303.15,black
[*]CCCCCCCCC(=O)Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC([*])=O)cc4)cc3)cc2)c2ccccc2)cc1,384.15,black
[*]CCCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,424.15,black
[*]CCCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3Cc3ccccc32)cc1,407.15,black
[*]CCCCCCCCC(=O)Oc1ccc(OC([*])=O)cc1,325.95,black
[*]CCCCCCCCC(=O)Oc1cccc(-c2nnc(C=Cc3ccc(OC([*])=O)cc3)s2)c1,310.15,black
[*]CCCCCCCCC(=O)Oc1cccc(C=Cc2nnc(-c3ccc(OC([*])=O)cc3)s2)c1,328.15,black
[*]CCCCCCCCC(=O)Oc1cccc(C=Cc2nnc(-c3cccc(OC([*])=O)c3)s2)c1,314.15,black
[*]CCCCCCCCC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC([*])=O,301.15,black
[*]CCCCCCCCC(C)(C)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C)C)cc5C4=O)cc3)cc1)C2=O,396.8,black
[*]CCCCCCCCC(Cl)C([*])Cl,243.15,black
[*]CCCCCCCCC([*])Cl,240.15,black
[*]CCCCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,261.15,black
[*]CCCCCCCCCC(=O)NCCc1ccc(CCNC([*])=O)cc1,369.15,black
[*]CCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,383.15,black
[*]CCCCCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,423.15,black
[*]CCCCCCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,383.15,black
[*]CCCCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,409.15,black
[*]CCCCCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,272.15,black
[*]CCCCCCCCCC=CCCCCCCCCCC([*])COCCOCCOCCOCCOCCCCCC,197.15,black
[*]CCCCCCCCCC=CCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,237.15,black
[*]CCCCCCCCCC=CCCCCCCCCCC([*])Cl,236.15,black
[*]CCCCCCCCCCC(=O)N([*])C,261.15,black
[*]CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(OC(=O)C(Cc3ccccc3)NC([*])=O)COC12,349.15,black
[*]CCCCCCCCCCC(=O)NC1CCC(CC2CCC(NC([*])=O)CC2)CC1,415.15,black
[*]CCCCCCCCCCC(=O)NC1CCC(CCC2CCC(NC([*])=O)CC2)CC1,378.15,black
[*]CCCCCCCCCCC(=O)NCC1CCC(CNC([*])=O)CC1,358.15,black
[*]CCCCCCCCCCC(=O)NCCCCCCCCCCCNC([*])=O,312.15,black
[*]CCCCCCCCCCC(=O)NCCCCCCCCCCNC([*])=O,322.15,black
[*]CCCCCCCCCCC(=O)NCCCCCCCCNC([*])=O,323.15,black
[*]CCCCCCCCCCC(=O)NCc1ccc(CNC([*])=O)cc1,378.15,black
[*]CCCCCCCCCCC(=O)Nc1ccc(Oc2ccc(NC([*])=O)cc2)cc1,423.15,black
[*]CCCCCCCCCCC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC([*])=O)cc2)cc1,433.15,black
[*]CCCCCCCCCCC(=O)Nc1cccc(Oc2ccc(NC([*])=O)cc2)c1,383.15,black
[*]CCCCCCCCCCC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC([*])=O)c2)c1,380.15,black
[*]CCCCCCCCCCC(=O)OCC#CCOC([*])=O,246.15,black
[*]CCCCCCCCCCC(=O)OCC(O)COc1ccc(OCC(O)COC([*])=O)cc1,283.15,black
[*]CCCCCCCCCCC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC([*])=O)cc1,265.15,black
[*]CCCCCCCCCCC(=O)OCCOCCOC([*])=O,202.15,black
[*]CCCCCCCCCCC(=O)Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,390.15,black
[*]CCCCCCCCCCC(Cl)C([*])Cl,241.15,black
[*]CCCCCCCCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C,269.15,black
